Compound,Label,struct_file_path,maximum_MendeleevNumber,range_MendeleevNumber,avg_dev_MendeleevNumber,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,mode_AtomicWeight,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,range_NdValence,mean_NdValence,avg_dev_NdValence,mode_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,range_NsUnfilled,avg_dev_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,range_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
Ca4Mn1.96Fe2.04O12,1,../data/Structures/Insulators/Ca2FeMnO6_CollCode_259396.cif,87,80,27.2328,39.8456,28.69535841,15.23515009,15.9994,1756.2,589.464,641.5968,14,5.3976,16,4,2,2.8,0.96,176,110,101.886,43.0632,1,3.44,2.44,2.60256,1.004928,3.44,0,2,4,2.4,1.92,4,6,1.102,1.7632,0,0,0,2,6,5.502,1.4008,6,0,0,0,2,2,1.2,0.96,2,5,1.4368,0,0,0,5,2.098,0.9568,2,9.105,28.665,15.13924345,9.052302621,9.105,0,0,0.38665034,229,217,96.824,101.7888,12,-2,6,3.321842103,-38.08253849,0.076377697,1.079854504,0.809055758,0.007848855,0.133095171,0.125246316,0.09498516,0.043711309,0.134999737,0.14930622,0,1,3.721976265,1.90522248,1.876766306,1.891424532,3.254088612,2.595089839,2.784894843,-46.81923642,25.06635073,54.91,75,16.22118167,1.65164689,10.22384687
CaMn7O12,1,../data/Structures/Insulators/CaMn7O12_HT_CollCode_252390.cif,87,80,19.5,38.938645,30.83185575,17.7989469,15.9994,1464.2,620.28,678.576,14,4.62,16,4,2,2.8,0.96,176,110,97.05,37.26,1,3.44,2.44,2.6565,0.9402,3.44,0,2,4,2.4,1.92,4,5,1.75,2.275,0,0,0,2,5,6.15,0.595,6,0,0,0,2,2,1.2,0.96,2,5,2.275,0,0,0,5,2.95,1.435,2,9.105,28.665,11.02215517,2.674784483,9.105,0,0,0.000141105,225,213,94.4,98.88,12,-2,9,3.468990964,-37.3342897,0.065500772,1.150542208,0.860963402,0.005352982,0.186578161,0.181225179,0.128906826,0.061726921,0.107983576,0.14930622,1,0,3.331191979,2.765907324,1.910992113,2.156622029,2.817849227,2.607483449,2.774320877,-35.80503304,25.30604339,38.0535,56.51,14.13382809,8.669813883,10.05530068
CaMoO4,1,../data/Structures/Insulators/CaMoO4_RoomT_CollCode_62219.cif,87,80,26,79.9606,33.33926667,23.11982222,15.9994,2841.2,705.0333333,866.9777778,14,5.333333333,16,5,3,2.833333333,1.111111111,176,110,99,44,1,3.44,2.44,2.82,0.826666667,3.44,0.277777778,2,4,2.666666667,1.777777778,4,5,0.833333333,1.388888889,0,0,0,2,4,5.333333333,1.111111111,6,1,0.277777778,0,2,2,1.333333333,0.888888889,2,5,1.388888889,0,0,0,6,2.333333333,1.222222222,2,9.105,28.665,14.98,7.833333333,9.105,0,0,0,229,217,83.66666667,95.55555556,12,-2,8,4.320493799,-51.26111994,0.075564037,1.056673028,0.783475822,0.005005695,0.150729557,0.145723862,0.117348846,0.037447717,0.133582858,0.07160318,1,0,3.871208928,1.77512292,1.77512292,1.77512292,2.983198609,2.773285872,2.897644832,-59.63954593,25.95704309,68.82704,125.638,53.09128218,0.946815898,12.99423113
CaO,1,../data/Structures/Insulators/CaO_CollCode_51409.cif,87,80,40,24.0786,28.0387,12.0393,15.9994,1060.2,584.9,530.1,14,7,2,4,2,3,1,176,110,121,55,1,3.44,2.44,2.22,1.22,1,0,2,4,2,2,0,0,0,0,0,0,0,2,4,4,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,28.665,23.4375,14.3325,9.105,0,0,0,225,213,118.5,106.5,12,-2,4,2.828427125,-20.90412221,5.55112E-17,1,1,0,1.84453E-16,1.84453E-16,4.9956E-17,6.72485E-17,9.54637E-17,0.176151811,1,0,3.404860573,2.4076,2.4076,2.4076,3.404860573,3.404860573,3.404860573,-20.90406265,20.90406265,11.871719,50.91316,34.81229573,16.24467569,13.95574431
CaOsO3,1,../data/Structures/Insulators/CaOsO3_CollCode_237732.cif,87,80,26.4,174.2306,55.66124,53.827504,15.9994,3251.2,917.08,1034.736,14,5.28,16,6,4,3.2,1.44,176,110,103.6,45.12,1,3.44,2.44,2.704,0.8832,3.44,0,2,4,2.4,1.92,4,6,1.2,1.92,0,14,4.48,2,20,8.4,5.44,6,0,0,0,2,2,1.2,0.96,2,4,1.28,0,0,0,4,2,0.8,2,9.105,28.665,15.835,8.774,9.105,0,0,0,225,213,91,94.8,12,-2,6,3.380617019,-36.14179602,0.071135338,1.056244491,0.822161656,0.012825305,0.148559012,0.135733707,0.100937144,0.043404346,0.126122566,0.232489634,1,0,3.890816805,2.03724715,1.978063968,2.006244484,3.32071728,2.792937596,2.921280125,-43.95667433,23.96526225,41,55,10.29906759,12.03370521,11.79352532
Cd(RhO2)2,1,../data/Structures/Insulators/CdRh2O4_Spinel_RoomT_CollCode_262941.cif,87,28,11.91836735,96.4116,54.6028,44.11817143,15.9994,2182.2,755.3457143,846.6595918,7,2.93877551,16,5,3,3.285714286,1.469387755,144,78,98.85714286,37.55102041,1.69,3.44,1.75,2.858571429,0.664489796,3.44,0.408163265,2,4,2.285714286,1.959183673,4,10,3.714285714,4.244897959,0,0,0,6,6,7.714285714,1.959183673,6,1,0.408163265,0,2,2,1.142857143,0.979591837,2,2,0.816326531,0,0,0,3,2,0.571428571,2,9.105,10.39,11.885,3.177142857,9.105,0,0,0,225,213,98.85714286,99.26530612,12,-2,5,3.082207001,-31.56558014,0.06525648,1.046832368,0.88580116,3.61243E-17,0.188791524,0.188791524,0.132076005,0.075472003,0.144709495,0.119413277,1,0,3.083579536,2.048895462,2.048895462,2.048895462,3.483211443,2.683947628,3.090040037,-33.78752756,24.15875587,31.06,42,6.270216123,12.14746123,11.84710992
Cd2Ru2O7,1,../data/Structures/Insulators/Cd2Ru2O7_CollCode_86773.cif,87,31,11.10743802,96.4116,48.99616364,41.99588099,15.9994,2552.2,616.9127273,723.6680992,8,2.776859504,16,5,3,3.090909091,1.388429752,146,80,94.72727273,36.56198347,1.69,3.44,1.75,2.896363636,0.691900826,3.44,0.297520661,2,4,2.545454545,1.851239669,4,10,3.090909091,3.933884298,0,0,0,6,6,7.454545455,1.851239669,6,1,0.297520661,0,2,2,1.272727273,0.925619835,2,3,0.892561983,0,0,0,4,2,0.727272727,2,9.105,10.39,11.795,3.423636364,9.105,0,0,0,194,182,78.18181818,84.23140496,12,-2,7,3.844639125,-44.59496071,0.072773215,1.076509363,0.799873658,1.92385E-17,0.198725329,0.198725329,0.094956553,0.043905183,0.143674875,0.340025178,1,0,3.581142293,1.923613108,1.923613108,1.923613108,3.625154242,2.654546358,3.032030871,-52.21728606,27.15077768,59,76,12.97903439,5.171516889,11.80910655
CdS,1,../data/Structures/Insulators/CdS_CollCode_154186.cif,88,18,9,80.346,72.238,40.173,32.065,205.86,491.29,102.93,4,2,12,5,2,4,1,144,39,124.5,19.5,1.69,2.58,0.89,2.135,0.445,1.69,0,2,4,2,2,0,10,5,5,0,0,0,6,6,9,3,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,19.495,6.291875,22.6409375,3.1459375,19.495,1.101,0,0,194,124,132,62,70,-2,4,2.828427125,-18.69894228,1.11022E-16,1,1,0.144941294,0.144941294,1.66533E-16,0.144941294,6.245E-17,1.42795E-16,0.181895489,1,0,4.120644135,2.531932,2.52704025,2.529486125,4.120644135,4.120644135,4.120644135,-18.69852711,18.69852711,16.908313,37.468,17.06517266,19.5220077,24.87982866
Ce2O3,1,../data/Structures/Insulators/Ce2O3_Theory_CollCode_96202.cif,87,72,34.56,124.1166,65.64604,59.575968,15.9994,1016.2,461.28,487.776,13,6.24,16,6,4,3.6,1.92,204,138,121.2,66.24,1.12,3.44,2.32,2.512,1.1136,3.44,0,2,4,2.4,1.92,4,1,0.4,0.48,0,1,0.48,4,2,5.2,0.96,6,0,0,0,2,2,1.2,0.96,2,9,4.32,13,6.24,2,20,10,9.6,2,9.105,28.135,20.359,13.5048,9.105,0,0,0,194,182,84.8,87.36,12,-2,5,3.535533906,-29.45967546,0.068346394,1.056955328,0.913561608,0.005085487,0.163936359,0.158850872,0.103988015,0.071938014,0.114908847,0.28585008,1,0,4.048683235,2.515584413,2.421064345,2.455193362,3.971862464,3.114218152,3.537382773,-28.72224377,20.34587927,20.1974,36.906,13.15197451,15.2949311,18.56807776
CeO2,1,../data/Structures/Insulators/CeO2_CollCode_72155.cif,87,72,32,124.1166,57.3716,55.16293333,15.9994,1016.2,393.5333333,451.6444444,13,5.777777778,16,6,4,3.333333333,1.777777778,204,138,112,61.33333333,1.12,3.44,2.32,2.666666667,1.031111111,3.44,0,2,4,2.666666667,1.777777778,4,1,0.333333333,0.444444444,0,1,0.444444444,4,2,5.333333333,0.888888889,6,0,0,0,2,2,1.333333333,0.888888889,2,9,4,13,5.777777778,2,20,8.666666667,8.888888889,2,9.105,28.135,18.48333333,12.50444444,9.105,0,0,0,194,182,72.66666667,80.88888889,12,-2,6,4.242640687,-41.28054776,0.037257104,1.027942828,0.944114343,4.73718E-17,0.069488301,0.069488301,0.046325534,0.030883689,0.104166667,0.418027828,1,0,3.827144742,2.343637948,2.343637948,2.343637948,2.7062,2.7062,2.7062,-40.25777457,21.66024991,36.906,65.55,24.88149532,11.15706407,13.21260373
Co3O4,1,../data/Structures/Insulators/Co3O4_CollCode_27497.cif,87,29,14.20408163,42.933795,34.39959786,21.02879755,15.9994,1713.2,789.0285714,839.1183673,7,3.428571429,16,4,2,2.857142857,0.979591837,126,60,91.71428571,29.3877551,1.88,3.44,1.56,2.771428571,0.764081633,3.44,0,2,4,2.285714286,1.959183673,4,7,3,3.428571429,0,0,0,6,3,7.285714286,1.469387755,6,0,0,0,2,2,1.142857143,0.979591837,2,3,1.469387755,0,0,2,1,2.428571429,0.489795918,2,9.105,1.14,9.593571429,0.558367347,9.105,0,0,0.758434873,194,182,90,89.14285714,12,-2,6,3.16227766,-33.91135917,0.059077373,1.048844919,0.896614598,7.72135E-17,0.187534738,0.187534738,0.13335208,0.076201188,0.133901484,0.11479814,1,0,3.210790593,1.927720587,1.917147366,1.919790671,3.147954537,2.554861653,2.855258001,-17.3068556,26.11734724,33.5,51.27,13.28523228,-5.287248633,9.367529904
CoAs3,1,../data/Structures/Insulators/CoAs3_CollCode_243405.cif,84,26,9.75,15.988405,70.92449875,5.995651875,74.9216,678,1259.5,254.25,6,2.25,15,4,0,4,0,126,7,120.75,2.625,1.88,2.18,0.3,2.105,0.1125,2.18,0,2,3,2.25,1.125,3,3,9.25,1.125,10,0,0,9,6,13.5,2.25,15,0,0,0,3,3,2.25,1.125,3,3,1.125,0,0,3,0,3,0,3,10.245,11.93,19.1925,4.47375,22.175,0,0,0.5806767,194,28,173,10.5,166,-3,8,4.195235393,-13.27947655,0.059364042,1.039576028,0.881271915,3.16753E-17,0.144317176,0.144317176,0.108237882,0.054118941,0.125550499,0.14930622,1,0,4.1035,2.336674257,2.336674257,2.336674257,3.454389097,2.46603936,3.145427435,-25.65272912,9.759537877,33.5,51.27,14.26088583,11.97892371,17.27441393
CoO,1,../data/Structures/Insulators/CoO_CollCode_9865.cif,87,29,14.5,42.933795,37.4662975,21.4668975,15.9994,1713.2,911.4,856.6,7,3.5,9,4,2,3,1,126,60,96,30,1.88,3.44,1.56,2.66,0.78,1.88,0,2,4,2,2,0,7,3.5,3.5,0,0,0,6,3,7.5,1.5,6,0,0,0,2,2,1,1,0,3,1.5,0,0,2,1,2.5,0.5,2,9.105,1.14,9.675,0.57,9.105,0,0,0.7742356,194,182,103,91,12,-2,4,2.828427125,-23.6118999,5.55112E-17,1,1,0,2.08346E-16,2.08346E-16,1.51919E-16,7.59594E-17,6.87869E-17,0.13477064,1,0,3.014396208,2.1315,2.1315,2.1315,3.014396208,3.014396208,3.014396208,-23.61183262,23.61183262,17.0844,33.5,11.63864004,15.67280767,9.684027431
CoP3,1,../data/Structures/Insulators/CoP3_HandGenerated.cif,83,25,9.375,27.959433,37.96362025,10.48478738,30.973762,1450.7,679.975,544.0125,6,2.25,15,4,1,3.25,0.375,126,19,111.75,7.125,1.88,2.19,0.31,2.1125,0.11625,2.19,0,2,3,2.25,1.125,3,7,1.75,2.625,0,0,0,5,4,6,1.5,5,0,0,0,3,3,2.25,1.125,3,3,1.125,0,0,3,0,3,0,3,10.245,12.3252381,19.48892857,4.621964286,22.5702381,0.609375,1.625,0.5806767,194,192,50,72,2,-3,8,4.195235393,-124.4078913,0.0511922,1.034128133,0.8976156,3.32586E-17,0.155039567,0.155039567,0.116279675,0.058139838,0.108156824,1.752865649,1,0,3.8556,2.225437082,2.225437082,2.225437082,3.230572039,2.238252912,2.813713222,-81.02042106,29.5630805,31.06,51.27,15.18189395,11.97892371,14.32900135
CoSb3,1,../data/Structures/Insulators/CoSb3_HandGenerated.cif,85,27,10.125,62.826805,106.0532988,23.56005188,121.76,864.22,1119.835,324.0825,6,2.25,15,5,1,4.75,0.375,139,13,135.75,4.875,1.88,2.05,0.17,2.0075,0.06375,2.05,0,2,3,2.25,1.125,3,3,9.25,1.125,10,0,0,9,6,13.5,2.25,15,0,0,0,3,3,2.25,1.125,3,3,1.125,0,0,3,0,3,0,3,10.245,21.315,26.23125,7.993125,31.56,0,0,0.5806767,194,28,173,10.5,166,-3,6,2.943920289,-111.4874299,0.070154006,1.046769337,0.859691988,5.85159E-17,0.127089351,0.127089351,0.095317014,0.047658507,0.147836054,0.14930622,1,0,4.52757,2.529736457,2.529736457,2.529736457,3.712542909,2.868668352,3.446363159,-70.85325569,28.24734477,31.06,51.27,15.18189395,11.97892371,23.20253997
Cr2O3,1,../data/Structures/Insulators/Cr2O3_CollCode_75577.cif,87,38,18.24,35.9967,30.39808,17.278416,15.9994,2125.2,904.88,1020.096,10,4.8,16,4,2,2.8,0.96,139,73,95.2,35.04,1.66,3.44,1.78,2.728,0.8544,3.44,0.48,2,4,2.4,1.92,4,5,2,2.4,0,0,0,6,0,6,0,6,1,0.48,0,2,2,1.2,0.96,2,5,2.4,0,0,2,4,3.6,1.92,2,9.105,2.085,9.939,1.0008,9.105,0,0,0,229,217,98.8,104.16,12,-2,5,3.535533906,-36.17491263,0.076177302,1.063481085,0.904778372,0.016924984,0.177404895,0.160479911,0.11321293,0.077030357,0.134997274,0.010515559,1,0,3.252545527,2.013193068,1.964408081,1.988800575,2.8473258,2.624671678,2.763778524,-34.91018657,25.37981117,30.959,49.16,13.77380601,14.37981276,9.641401445
CrO3,1,../data/Structures/Insulators/CrO3_CollCode_16031.cif,87,38,14.25,35.9967,24.998575,13.4987625,15.9994,2125.2,586.1,796.95,10,3.75,16,4,2,2.5,0.75,139,73,84.25,27.375,1.66,3.44,1.78,2.995,0.6675,3.44,0.375,2,4,3,1.5,4,5,1.25,1.875,0,0,0,6,0,6,0,6,1,0.375,0,2,2,1.5,0.75,2,5,1.875,0,0,2,4,3,1.5,2,9.105,2.085,9.62625,0.781875,9.105,0,0,0,229,217,66.25,81.375,12,-2,8,5.656854249,-69.4343089,0.152855415,1.131757407,0.69428917,0.107701623,0.23810523,0.130403607,0.168889634,0.034607798,0.242391863,0.183148838,1,0,3.31476768,1.747854758,1.575542332,1.662708544,3.413081952,2.564456994,2.935674003,-62.27353884,35.92659512,90.6349,160.29,65.31100974,-8.805939291,14.70906959
CrPbO3,1,../data/Structures/Insulators/PbCrO3_CollCode_194156.cif,87,38,11.68,191.2006,61.43886,58.304456,15.9994,2125.2,589.002,641.0424,10,3.04,16,6,4,3.2,1.44,146,80,96.6,36.72,1.66,3.44,1.78,2.862,0.6936,3.44,0.32,2,4,2.8,1.44,4,10,3,3.6,0,14,4.48,6,22,10.4,7.04,6,1,0.32,0,4,4,2,0.8,2,5,1.6,0,0,2,4,3.2,1.44,2,9.105,19.005,13.323,5.9148,9.105,0,0,0,229,217,98,103.2,12,-2,6,3.380617019,-11.02295117,0.258536515,1.447881172,0.806097614,0.034115886,0.7624015,0.728285614,0.536235437,0.301554751,0.617027908,0.14930622,0,1,4.0054,2.0027,2.0027,2.0027,2.832245501,2.832245501,2.832245501,-44.35335278,23.35244917,49.16,69.46,16.70494083,3.644867613,5.354962506
Cu2Ag2O3,1,../data/Structures/Insulators/Ag2Cu2O3_CollCode_51672.cif,87,23,11.02040816,91.8688,55.83237143,34.14254694,15.9994,1302.97,764.2571429,608.1061224,5,2.448979592,16,5,3,3.428571429,1.224489796,145,79,107.4285714,35.51020408,1.9,3.44,1.54,2.568571429,0.746938776,3.44,0.489795918,2,4,1.714285714,1.959183673,4,10,5.714285714,4.897959184,0,0,0,6,5,8.857142857,2.448979592,6,1,0.489795918,0,2,2,0.857142857,0.979591837,2,0,0,0,0,1,1,1.428571429,0.489795918,2,9.105,7.225,11.73071429,2.628163265,9.105,0,0,0,225,213,133.7142857,104.3265306,12,-2,4,2.193741097,-18.03435629,0.095111422,1.166444988,0.925041241,0.162392448,0.182139113,0.019746664,0.174481814,0.005159442,0.178654575,0.163095186,1,0,3.29825981,2.073036904,2.073036904,2.073036904,2.945710831,2.54830528,2.747008056,-10.19510604,21.90284875,7.576234,21.4844,9.542333461,9.864742868,13.22687351
CuAgO2,1,../data/Structures/Insulators/AgCuO2_CollCode_95089.cif,87,23,11.25,91.8688,50.85325,34.85385,15.9994,1302.97,675.575,620.775,5,2.5,16,5,3,3.25,1.25,145,79,102.25,36.25,1.9,3.44,1.54,2.6775,0.7625,3.44,0.5,2,4,2,2,4,10,5,5,0,0,0,6,5,8.5,2.5,6,1,0.5,0,2,2,1,1,2,0,0,0,0,1,1,1.5,0.5,2,9.105,7.225,11.4025,2.46375,9.105,0,0,0,225,213,118.5,106.5,12,-2,5,2.683281573,-26.27821263,0.053200416,1.103167869,0.893599169,0.105315874,0.168642516,0.063326642,0.151463888,0.023074007,0.101297088,0.095134743,1,0,3.346724996,2.716744248,2.207904386,2.462324317,3.346724996,2.45804902,3.033985919,-12.81322381,24.54278642,7.576234,21.4844,9.605556728,16.22096941,11.91526057
CuO,1,../data/Structures/Insulators/CuO_CollCode_291387.cif,87,23,11.5,47.5466,39.7727,23.7733,15.9994,1302.97,706.285,651.485,5,2.5,11,4,2,3,1,132,66,99,33,1.9,3.44,1.54,2.67,0.77,1.9,0.5,1,4,2,2,0,10,5,5,0,0,0,6,5,8.5,2.5,6,1,0.5,0,2,2,1,1,0,0,0,0,0,1,1,1.5,0.5,1,9.105,1.965,10.0875,0.9825,9.105,0,0,0,225,213,118.5,106.5,12,-2,4,2.828427125,-24.00046052,0.003949609,1.003949609,0.996050391,0.16440004,0.173079362,0.008679322,0.168739701,0.004339661,0.006684164,0.016672101,1,0,3.050914069,1.96286054,1.94797467,1.955417605,3.375684051,2.627419145,2.966638543,-24.15545498,23.8442063,20.29239,36.841,11.82882777,12.63247842,10.10252762
CuRhO2,1,../data/Structures/Insulators/CuRhO2_CollCode_29214.cif,87,28,12.75,86.9061,49.612575,33.613175,15.9994,2182.2,926.0925,871.2925,7,3,16,5,3,3.25,1.25,142,76,101.5,35.5,1.9,3.44,1.54,2.765,0.675,3.44,0.5,2,4,2,2,4,10,4.5,4.5,0,0,0,6,5,8,2,6,1,0.5,0,2,2,1,1,2,2,0.75,0,0,1,2,2,0.5,2,9.105,4.535,10.73,1.625,9.105,0,0,0,225,213,118.5,106.5,12,-2,5,2.683281573,-26.65386857,0.060963176,1.121926352,0.888410554,0.008851411,0.226237222,0.217385812,0.148690419,0.069919504,0.16584997,0.188023195,1,0,5.990771607,2.016157307,2.016157307,2.016157307,2.608435574,2.608435574,2.608435574,-34.88945625,24.05151856,31.06,42,8.53636138,13.02803257,11.71341239
Er2O3,1,../data/Structures/Insulators/Er2O3_CollCode_39521.cif,87,52,24.96,151.2596,76.50324,72.604608,15.9994,1715.2,740.88,823.296,13,6.24,16,6,4,3.6,1.92,189,123,115.2,59.04,1.24,3.44,2.2,2.56,1.056,3.44,0,2,4,2.4,1.92,4,0,0,0,0,12,5.76,6,8,9.2,3.84,6,0,0,0,2,2,1.2,0.96,2,0,0,2,0.96,2,0,2,0,2,9.105,21.48,17.697,10.3104,9.105,0,0,0,194,182,84.8,87.36,12,-2,5,3.535533906,-31.8951346,0.069433201,1.057861,0.912517515,0.002098481,0.165541296,0.163442815,0.104037968,0.073803993,0.118131478,0.134046778,1,0,3.740996121,2.310465286,2.24244844,2.267043712,3.669797546,2.887907414,3.265202176,-30.99397814,22.06446102,22.7,42.42,15.8708514,16.29589297,14.61966088
Eu2CuO4,1,../data/Structures/Insulators/Eu2CuO4_CollCode_71183.cif,87,62,24,135.9646,61.6388,52.15931429,15.9994,1302.97,538.1385714,552.3869388,13,5.06122449,16,6,4,3.428571429,1.632653061,198,132,113.1428571,53.87755102,1.185,3.44,2.255,2.575714286,0.987755102,3.44,0.244897959,2,4,2.285714286,1.959183673,4,10,1.428571429,2.448979592,0,7,2.857142857,6,5,7.571428571,1.795918367,6,1,0.244897959,0,2,2,1.142857143,0.979591837,2,0,0,7,2.857142857,1,6,3.285714286,2.12244898,2,9.105,27.355,17.20142857,11.00489796,9.105,0,0,0,229,217,104.4285714,105.6326531,12,-2,5,3.082207001,-28.88407836,0.025059265,1.043853713,0.978303106,0.087981484,0.275142068,0.187160584,0.143552155,0.037597118,0.0583639,0.198367468,1,0,6.559728117,1.9506,1.9506,1.9506,2.97575,2.758564975,2.903354992,-24.82441395,22.05320553,20.29239,36.841,14.35345042,11.49224902,12.93971852
Eu2O3,1,../data/Structures/Insulators/Eu2O3_CollCode_96953.cif,87,62,29.76,135.9646,70.38524,65.263008,15.9994,1040.2,470.88,499.296,13,6.24,16,6,4,3.6,1.92,198,132,118.8,63.36,1.185,3.44,2.255,2.538,1.0824,3.44,0,2,4,2.4,1.92,4,0,0,0,0,7,3.36,6,3,7.2,1.44,6,0,0,0,2,2,1.2,0.96,2,0,0,7,3.36,2,5,4,2.4,2,9.105,27.355,20.047,13.1304,9.105,0,0,0,229,217,98.8,104.16,12,-2,5,3.535533906,-30.86500025,0.069510168,1.05792514,0.911925894,2.11267E-05,0.165223916,0.165202789,0.10768461,0.069047168,0.12022328,0.078873133,1,0,3.856958517,2.439044531,2.255981589,2.346923453,3.760128359,3.026211004,3.361389724,-29.88498404,21.37799069,24.84,42.94,14.36657898,12.57661563,16.04708176
EuO,1,../data/Structures/Insulators/EuO_RT_CollCode_53437.cif,87,62,31,135.9646,83.9817,67.9823,15.9994,1040.2,574.9,520.1,13,6.5,3,6,4,4,2,198,132,132,66,1.185,3.44,2.255,2.3125,1.1275,1.185,0,2,4,2,2,0,0,0,0,0,7,3.5,6,3,7.5,1.5,6,0,0,0,2,2,1,1,0,0,0,7,3.5,2,5,4.5,2.5,2,9.105,27.355,22.7825,13.6775,9.105,0,0,0,229,217,120.5,108.5,12,-2,4,2.828427125,-19.57555995,1.94289E-16,1,1,0,1.7273E-16,1.7273E-16,6.83724E-17,7.82683E-17,1.8292E-16,0.092461775,1,0,3.635943069,2.571,2.571,2.571,3.635943069,3.635943069,3.635943069,-19.57550417,19.57550417,11.24,24.84,9.63963821,14.59939499,16.99441541
Fe2O3,1,../data/Structures/Insulators/Fe2O3_CollCode_15840.cif,87,32,15.36,39.8456,31.93764,19.125888,15.9994,1756.2,757.28,842.976,8,3.84,16,4,2,2.8,0.96,132,66,92.4,31.68,1.83,3.44,1.61,2.796,0.7728,3.44,0,2,4,2.4,1.92,4,6,2.4,2.88,0,0,0,6,2,6.8,0.96,6,0,0,0,2,2,1.2,0.96,2,4,1.92,0,0,2,2,2.8,0.96,2,9.105,1.625,9.755,0.78,9.105,0,0,1.013118144,229,217,98.8,104.16,12,-2,5,3.535533906,-35.71697828,0.071517813,1.059598177,0.910602734,0.048838035,0.174345827,0.125507792,0.12414271,0.06024374,0.120635051,0.018930249,1,0,3.329207002,2.11615677,1.945668513,2.030912642,2.887891363,2.669305415,2.805035513,-34.65102695,24.8760013,30.651,54.91,19.93375078,14.07497622,10.09073306
FeO,1,../data/Structures/Insulators/FeO_CollCode_82233.cif,87,32,16,39.8456,35.9222,19.9228,15.9994,1756.2,932.9,878.1,8,4,8,4,2,3,1,132,66,99,33,1.83,3.44,1.61,2.635,0.805,1.83,0,2,4,2,2,0,6,3,3,0,0,0,6,2,7,1,6,0,0,0,2,2,1,1,0,4,2,0,0,2,2,3,1,2,9.105,1.625,9.9175,0.8125,9.105,0,0,1.0553314,229,217,120.5,108.5,12,-2,4,2.828427125,-23.26803728,5.55112E-17,1,1,0,2.05312E-16,2.05312E-16,5.56053E-17,7.48532E-17,2.19417E-16,0.083314943,1,0,3.058943935,2.163,2.163,2.163,3.058943935,3.058943935,3.058943935,-23.26797098,23.26797098,16.1992,30.651,9.744407415,15.96866752,10.11974475
FeS2,1,../data/Structures/Insulators/FeS2_CollCode_316.cif,88,33,14.66666667,23.78,39.99166667,10.56888889,32.065,1422.64,862.5733333,632.2844444,8,3.555555556,16,4,1,3.333333333,0.444444444,132,27,114,12,1.83,2.58,0.75,2.33,0.333333333,2.58,0,2,4,2.666666667,1.777777778,4,6,2,2.666666667,0,0,0,6,2,6.666666667,0.888888889,6,0,0,0,2,2,1.333333333,0.888888889,2,4,1.777777778,0,0,2,2,2.666666667,0.888888889,2,10.73,15.056875,20.76791667,6.691944444,25.786875,0.978666667,2.202,0.938072356,229,159,123,70.66666667,70,-2,5,2.645751311,-10.04987679,0.048868637,1.036651478,0.926697044,0.025020065,0.164085731,0.139065666,0.117730509,0.061806963,0.080003892,0.14930622,1,0,3.838246319,2.268708177,2.268708177,2.268708177,3.084685673,2.161649208,2.853926557,-19.77445917,10.37347799,16.1992,30.651,10.70017783,12.32765099,13.32791682
